masjid_id,name,address,district,state,detail_url,source_list_url,type,lat,lon,geohash,geocode_provider,geocode_relevance,geocode_label,geocode_place_id,geocode_time_utc,checkin_radius_m
1103005,MASJID KAMPUNG PASIR GAJAH,"KAMPUNG PASIR GAJAH,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103005,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=3,masjid,4.2450175,103.2920142,w2c2nky,aws_location,0.9002647991348811,"Masjid Kampung Pasir Gajah, Pasir Semut, Kemaman, Terengganu, Terengganu",,2026-01-08T16:45:24.006071+00:00,100
1103006,MASJID BANDAR BARU CENEH (KERAJAAN),"BANDAR BARU CHENEH,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103006,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.1323742,103.2386858,w29rt22,aws_location,0.711428104709373,"Masjid Bandar Ceneh Baru, Bandi, 24000, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:24.929865+00:00,100
1103007,MASJID SUNGAI MAS,"LADANG AIR JERNIH,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103007,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=27,masjid,5.3248612,103.1368924,w2cq6cm,aws_location,0.7656084501880914,"Pejabat Besar Tnb, Jalan Air Jernih, Cabang Tiga, Kuala Terengganu, Terengganu, Malaysia",,2026-01-08T16:45:25.950565+00:00,100
1103008,MASJID LADANG TEBAK,LADANG TEBAK,KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103008,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=27,masjid,4.4299150,103.2284430,w2c3jn2,aws_location,0.959257008221266,"Masjid Ladang, Tebak, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:26.873277+00:00,100
1103009,MASJID AR RAHMAN KAMPUNG BUKIT KUANG ( KERAJAAN),"KAMPUNG BUKIT KUANG,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103009,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,5.3135638,100.5097961,w0zqppk,aws_location,0.900616839198066,"Masjid Ar Rahman, Bukit Teh, Bukit Mertajam, Seberang Perai, 14020, Pulau Pinang",,2026-01-08T16:45:27.691076+00:00,100
1103010,MASJID KAMPUNG TELOK KALONG,"TELOK KALONG,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103010,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,4.2848090,103.4725840,w2c86s4,aws_location,0.9003255046738112,"Masjid Kampung Telok Kalong, Kampung Teluk Kalong, Kijal, 24000, Terengganu",,2026-01-08T16:45:28.613915+00:00,100
1103012,MASJID JAMEK CUKAI (KERAJAAN),"CUKAI,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103012,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.2307160,103.4283010,w2c81d4,aws_location,0.8552499163407681,"Masjid Jamek, 187, Jalan Jakar, Kampung Dusun Nyior, Chukai, Cukai, 24000, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:29.537630+00:00,100
1103013,MASJID AS SYAKIRIN KUALA KEMAMAN (KERAJAAN),"KUALA KEMAMAN,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103013,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.2295362,103.4410220,w2c81cg,aws_location,0.9006553230710758,"Masjid As-Syakirin, Off Jalan Rumah Murah Geliga, Kg Kuala Kemaman, Kemaman, 24000, Terengganu",,2026-01-08T16:45:30.457120+00:00,100
1103014,MASJID KAMPUNG PAYA BERENJUT,"KAMPUNG PAYA BERENJUT,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103014,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,4.1850020,103.4194930,w29xc3g,aws_location,0.7202816517340123,"Masjid Kampung Paya Berenjut - Main Entrance, Lorong Paya Berenjut 11, Kampung Paya Berenjut, Chukai, Banggul, 24000, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:31.275782+00:00,100
1103015,MASJID KAMPUNG PENGKALAN PANDAN,"KAMPUNG PENGKALAN PANDAN,CUKAI, KEMAMAN.",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103015,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,4.2239060,103.4101190,w2c810u,aws_location,0.8464655151139676,"13, Kampung Pengkalan Pandan, Cukai, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:32.205760+00:00,100
1103017,"MASJID KAMPUNG BATU 9, IBOK","KAMPUNG BATU 9,IBOK, KIJALKEMAMAN",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103017,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,4.3547141,103.3922017,w2c8b8z,aws_location,0.9002842856621507,"Masjid Kampung Batu 9, Ibok, Hulu Cukai, Kemaman, Terengganu, 24000, Terengganu",,2026-01-08T16:45:33.221118+00:00,100
1103018,MASJID KAMPUNG IBOK,"KAMPUNG IBOK,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103018,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=3,masjid,4.3217984,103.3656093,w2c884u,aws_location,0.6792329777564343,"Masjid, Kampung Ibok, Chukai, 24000, Terengganu",,2026-01-08T16:45:34.143366+00:00,100
1103021,MASJID KAMPUNG PERASING JAYA,"KG.PERASING JAYA,JABOR",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103021,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=3,masjid,3.9708167,103.2908083,w29qw6y,aws_location,0.9003627674851271,"Masjid Kampung Perasing Jaya, Hulu Jabur, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:35.066624+00:00,100
1103022,MASJID KAMPUNG SEMANYOR,"KAMPUNG SEMANYOR,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103022,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,4.4096677,103.4131014,w2c914z,aws_location,0.9004764611780104,"Masjid, Kampung Semanyor, Terengganu, Kampung Semayor,, 24210, Terengganu",,2026-01-08T16:45:35.987093+00:00,100
1103023,MASJID KEMASIK (KERAJAAN),"JALAN BESAR KAMPUNG BARU 24210 KEMASIK , TERENGGANU",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103023,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.4156880,103.4563130,w2c945y,aws_location,0.7022918309679425,"Pantai, Jalan Kemaman-Dungun, Kampung Baru, Kemasik, 24210, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:36.909018+00:00,100
1103026,MASJID JAMEK KERTEH (KERAJAAN),"KERTEH,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103026,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.5139500,103.4446100,w2c99vw,aws_location,0.9002258089706275,"Masjid Jamek Kerteh, Kerteh, Terengganu, Malaysia, Terengganu",,2026-01-08T16:45:37.727506+00:00,100
1103027,MASJID KAMPUNG BATU PUTEH,"KAMPUNG BATU PUTEH,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103027,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,4.5670970,103.3967330,w2c9bz7,aws_location,0.9002752151978279,"Masjid Kampung Batu Puteh, Kampung Batu Puteh Kemaman, 24300 Terengganu, Terengganu",,2026-01-08T16:45:38.648780+00:00,100
1103028,MASJID KAMPUNG CHABANG,"KAMPUNG CHABANG,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103028,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,4.4666679,103.4034059,w2c93j0,aws_location,0.934148119175938,"Masjid Kampung Chabang, Kertih, Kemaman, Terengganu, Terengganu",,2026-01-08T16:45:39.468738+00:00,100
1103029,MASJID KAMPUNG LABOHAN,"KG. LABOHAN,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103029,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,4.5438984,103.4517788,w2c9f55,aws_location,0.9003928786153494,"Masjid Kampung Labohan, Kertih, Kemaman, Terengganu, Terengganu",,2026-01-08T16:45:40.287926+00:00,100
1103030,MASJID KAMPUNG PENGKALAN RANGGON,"KAMPUNG PENGKALAN RANGGON,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103030,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=3,masjid,4.5542170,103.4051990,w2c9cj1,aws_location,0.9030910048345941,"Masjid Kampung Pengkalan Ranggon, Kampung Pengkalan Ranggon Kemaman, 24300 Terengganu, Terengganu",,2026-01-08T16:45:41.106651+00:00,100
1103031,MASJID RANGGON ESTET,"KAMPUNG RANGGON ESTATE,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103031,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,4.5554790,103.4050020,w2c9cj3,aws_location,0.9003140239336209,"Masjid Ranggon Estet, Kampung Ranggon Estate Kemaman, 24300 Terengganu, Terengganu",,2026-01-08T16:45:42.028652+00:00,100
1103032,MASJID TENGKU MIZAN ZAINAL ABIDIN (KERAJAAN),"KERTEH,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103032,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.5013082,103.4403198,w2c99g6,aws_location,0.9002515346924669,"Masjid Tengku Mizan Zainal Abidin, Kerteh, 23400, Terengganu",,2026-01-08T16:45:42.950432+00:00,100
1103033,MASJID KAMPUNG BERIS MERAGA,"KAMPUNG BERIS MERAGA,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103033,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,4.3746870,103.4563130,w2c8fhq,aws_location,0.8194313574610638,"Masjid Kampung Beris Meraga, Jalan Serindit 2, Kijal, 24100, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:43.872424+00:00,100
1103035,MASJID KAMPUNG TITIAN BERAYUN,"KAMPUNG TITIAN BERAYUN, KIJAL.",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103035,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,4.3490371,103.4720953,w2c8dxd,aws_location,0.8643845164600348,"Masjid Titian Berayun, Jalan Lama Kijal-Kemaman, Kijal, 24100, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:44.721869+00:00,100
1103038,MASJID KAMPUNG LUBUK LESUNG,"KAMPUNG LUBUK LESONG,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103038,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=3,masjid,4.3165610,103.2346280,w2c2t1v,aws_location,0.8013003565251458,"Masjid Kampung Tersusun Lubuk Lesung, Kampung Tersusun Lubuk Lesong Kemaman, 24000 Terengganu, Terengganu",,2026-01-08T16:45:45.715484+00:00,100
1103040,MASJID KAMPUNG BATU 14,"KAMPUNG BATU 14, KUALA TAYUR",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103040,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.2281220,103.3763530,w2c803s,aws_location,0.901303328876277,"Masjid Kampung Batu 14, Kampung Batu 14 Kemaman, 24030 Terengganu, Terengganu",,2026-01-08T16:45:46.637452+00:00,100
1103041,MASJID KAMPUNG BATU 16,"KAMPUNG BATU 16,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103041,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.2354530,103.3701650,w2c805p,aws_location,0.9030607991905741,"Masjid Kampung Batu 16, Kampung Batu 16 Kemaman, 24050 Terengganu, Terengganu",,2026-01-08T16:45:47.557605+00:00,100
1103042,MASJID KAMPUNG DADONG,"KAMPUNG DADONG,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103042,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,4.2792780,103.2259750,w2c2kgn,aws_location,0.9004837917477282,"Masjid Kampung Dadong, Kampung Dadong Kemaman, 24050 Terengganu, Terengganu",,2026-01-08T16:45:48.377817+00:00,100
1103043,MASJID KAMPUNG SEBERANG TAYOR,"KAMPUNG TEBAK,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103043,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=3,masjid,4.2648360,103.2704850,w2c2mbr,aws_location,0.8371822306500959,"Masjid Felda Seberang Tayor, Tebak, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:49.299514+00:00,100
1103044,MASJID LADANG AIR PUTEH,"LADANG AIR PUTEH,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103044,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=3,masjid,4.2565470,103.2122470,w2c2hwu,aws_location,0.9002018917377991,"Masjid Ladang Air Puteh, Ladang Air Puteh Kemaman, 24000 Terengganu, 24000, Terengganu",,2026-01-08T16:45:50.222640+00:00,100
1103053,MASJID SULTAN AHMAD (KERAJAAN),"JALAN PENGHIBURAN , 24000 KEMAMAN,TERENGGANU DARUL IMAN",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103053,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.2360300,103.4217900,w2c817j,aws_location,0.9003991648973951,"K-540, Jalan Penghiburan, Chukai, Cukai, 24000, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:51.245026+00:00,100
1103057,MASJID KAMPUNG BUKIT ANAK DARA,"KAMPUNG BUKIT ANAK DARA, 24100 KIJAL, TERENGGANU",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103057,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=5,masjid,4.3273702,103.4467104,w2c89gz,aws_location,0.9464863592741561,"Masjid Kampung Bukit Anak Dara, Kampung Batu Baharu Anak Dara, 24100, Terengganu",,2026-01-08T16:45:52.172002+00:00,100
1103058,MASJID KIJAL (KERAJAAN),"JALAN MENGKUANG 2, PEKAN KIJAL, 24100 KIJAL, TERENGGANU",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103058,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=5,masjid,4.3376900,103.4827100,w2c8dv9,aws_location,0.9002527415014492,"Jalan Mengkuang 2, Kampung Titian Berayung, Kijal, 24100, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:53.190713+00:00,100
1103063,MASJID BATU 2 1/2 MAK CHILI,"JALAN SRI PERMAI BATU 2 1/2, MAK CHILICUKAI, KEMAMAN.",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103063,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,2.7255571,101.9666944,w22x821,aws_location,0.6784263593547649,"126. batu 2 1/2, Jalan Kuala Pilah, Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,2026-01-08T16:45:54.215487+00:00,100
1103065,MASJID BUKIT KUKURAN,"24200 KEMASIK, KEMAMAN, TERENGGANU",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103065,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=5,masjid,4.4042261,103.4481931,w2c941b,aws_location,0.9358384219108818,"Masjid Bukit Kukuran, 20400, Chukai, Kemasik, 20400, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:55.136600+00:00,100
1103066,MASJID BUKIT MENTOK,"KAMPUNG BUKIT MENTOK,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103066,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,4.2122605,103.4002091,w29xbyv,aws_location,0.6306944190791298,"Warung Su Meh, 62, Kampung Bukit Mentok, Cukai, 24000, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:55.958882+00:00,100
1103067,MASJID FELDA CEROL,"FELDA CEROL,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103067,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,4.1213200,103.1773380,w29r7y7,aws_location,0.801288305064303,"Masjid FELDA Cherul, 24000, Bandi, 24000, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:56.876342+00:00,100
1103068,MASJID FELDA KERTEH 5,"FELDA KERTEH 5,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103068,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,4.5694330,103.3199170,w2c3zpg,aws_location,0.957212906057478,"Masjid Felda Kerteh 5, Felda Kerteh 5 Kemaman, 23000 Terengganu, Terengganu",,2026-01-08T16:45:57.799527+00:00,100
1103069,MASJID FELDA KERTEH 6,"FELDA KERTEH 6,KETENGAH JAYA",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103069,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,4.5637550,103.3093920,w2c3yyg,aws_location,0.9000840219850105,"Masjid Felda Kerteh 6, Felda Kerteh 6 Kemaman, 23000 Terengganu, 23000, Terengganu",,2026-01-08T16:45:58.721646+00:00,100
1103070,MASJID FELDA NERAM 1,"FELDA NERAM 1,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103070,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=2,masjid,4.0140370,103.2759180,w29qy4e,aws_location,0.906525229174356,"Masjid Felda Neram 1, Off Jalan Cherok Paloh, Cherok Paloh, Kuantan, Hulu Jabur, 24000, Kemaman, Terengganu, Malaysia",,2026-01-08T16:45:59.638980+00:00,100
1103071,MASJID FELDA NERAM 1 (TAMBAHAN),"FELDA NERAM 1,(TAMBAHAN)",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103071,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=3,masjid,4.0140370,103.2759180,w29qy4e,aws_location,0.9001693079284695,"Masjid Felda Neram 1, Off Jalan Cherok Paloh, Cherok Paloh, Kuantan, Hulu Jabur, 24000, Kemaman, Terengganu, Malaysia",,2026-01-08T16:46:00.563407+00:00,100
1103072,MASJID FELDA SEBERANG TAYOR,"FELDA SEBERANG TAYOR,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103072,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=3,masjid,4.2648360,103.2704850,w2c2mbr,aws_location,0.900167083533726,"Masjid Felda Seberang Tayor, Tebak, Kemaman, Terengganu, Malaysia",,2026-01-08T16:46:01.588454+00:00,100
1103073,MASJID SERI BANDI,BANDAR SERI BANDI,KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103073,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=4,masjid,4.3774410,103.3302280,w2c2zkf,aws_location,0.702316186223694,"Pejabat Ketengah, Jalan Bunga Raya, Bandar Seri Bandi, Hulu Cukai, Kemaman, Terengganu, Malaysia",,2026-01-08T16:46:02.406828+00:00,100
1103074,MASJID GELIGA (KERAJAAN),"KAMPUNG GELIGA, CUKAI, 24000 KEMAMAN ,TERENGGANU DARUL IMAN",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103074,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=5,masjid,4.2053900,103.4359300,w29xctx,aws_location,0.7838047204933676,"Masjid Geliga Kemaman, Kampung Geliga Besar, 24000 Chukai, 24000, Terengganu",,2026-01-08T16:46:03.534121+00:00,100
1103076,MASJID INSPI,"MASJID INSTITUT PENGAJIAN ISLAM 24000 KEMAMAN, TERENGGANU, MALAYSIA",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103076,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=5,masjid,4.2403700,103.4203700,w2c817u,aws_location,0.7735535600745138,"no. 2 gerai Mpk, no.2 gerai Mpk, jln padang cukai kemaman 24000 Terengganu, Malaysia, 24000, Terengganu",,2026-01-08T16:46:04.659369+00:00,100
1103077,MASJID BINJAI,MASJID BINJAI KG BATU 5 BINJAI JALAN AIR PUTIH 24000 KEMAMAN,KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103077,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=5,masjid,4.2320488,103.3783528,w2c806m,aws_location,0.6573098229621087,"Sriserojatomyam, 47, jalan air putih kg batu 4 binjai, Binjai, Kemaman, Terengganu, Malaysia",,2026-01-08T16:46:05.682216+00:00,100
1103078,MASJID AIR PUTIH,"KAMPUNG AIR PUTIH,",KEMAMAN,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1103078,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1103&page=1,masjid,4.2364960,103.4151160,w2c8170,aws_location,0.7113264527989548,"Kedai Nyamuk, Jalan Air Putih, Cukai, Kemaman, Terengganu, Malaysia",,2026-01-08T16:46:06.605642+00:00,100
1104001,MASJID NAHDATUL ISLAM PULAU KERENGGA,KG. PULAU KERENGGA,MARANG,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1104001,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1105&page=4,masjid,5.1225810,103.2507720,w2cmjs8,aws_location,0.9002715717329365,"Masjid Nahdatul Islam, Pulau Kerengga, Kampung Pulau Kerengga Marang, 21600 Terengganu, Terengganu",,2026-01-08T16:46:07.425579+00:00,100
1104002,MASJID ATAS TOL,"KAMPUNG BAWAH, KUALA TERENGGANU",KUALA TERENGGANU,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1104002,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1104&page=1,masjid,5.2632800,103.1298200,w2cmfy0,aws_location,0.7565022535268726,"Masjid Atas Tol, Kampung Atas Tol, 21070, Terengganu",,2026-01-08T16:46:08.245269+00:00,100
1104003,"MASJID AS-SALAM, KAMPUNG BATU RAKIT ( KERAJAAN)","KG. BATU RAKIT,KUALA TERENGGANU",KUALA NERUS,SARAWAK,https://masjid.islam.gov.my/maklumatDetailMS/1/1104003,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1613&page=1,masjid,5.4499690,103.0447350,w2cr0b4,aws_location,0.9001332920268647,"Masjid As-Salam, Kampung Batu Rakit, Kuala Terengganu, 21020, Terengganu",,2026-01-08T16:46:09.267736+00:00,100
1104004,MASJID BUKIT WAN,KAMPUNG BUKIT WAN,KUALA NERUS,SARAWAK,https://masjid.islam.gov.my/maklumatDetailMS/1/1104004,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1613&page=1,masjid,5.3995900,103.0102800,w2cq8nc,aws_location,0.9002852900682202,"Masjid Bukit Wan, Setiu, Terengganu, Malaysia, Terengganu",,2026-01-08T16:46:10.190148+00:00,100
1104005,MASJID AR-RASYIDIN DARAT BATU RAKIT,KAMPUNG DARAT BATU RAKIT,KUALA NERUS,SARAWAK,https://masjid.islam.gov.my/maklumatDetailMS/1/1104005,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1613&page=2,masjid,5.4409700,103.0281800,w2cqbqq,aws_location,0.9001890591082716,"Kampung Darat Batu Rakit, 21020 Kuala Terengganu, Terengganu, Malaysia, 21020, Terengganu",,2026-01-08T16:46:11.008438+00:00,100
1104006,"MASJID AL-MUHTADIN, KG. PERADONG",KG PERADONG,KUALA TERENGGANU,TERENGGANU,https://masjid.islam.gov.my/maklumatDetailMS/1/1104006,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1104&page=67,masjid,5.3328117,103.1483779,w2cq74y,aws_location,0.9002258835237867,"Sekitar, Jalan Pejabat, Bandar Kuala Terengganu, Kuala Terengganu, Terengganu, Malaysia",,2026-01-08T16:46:11.935210+00:00,100
1104007,MASJID KAMPUNG GELONG GAJAH,KAMPUNG GELONG GAJAH,KUALA NERUS,SARAWAK,https://masjid.islam.gov.my/maklumatDetailMS/1/1104007,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1613&page=4,masjid,5.3965750,103.0461980,w2cq8y7,aws_location,0.9002948062711784,"Masjid Kampung Gelong Gajah, Kampong Gelong Gajah Batu Rakit Kuala Terengganu, 21020 Terengganu, Terengganu",,2026-01-08T16:46:12.951870+00:00,100
1104008,MASJID KAMPUNG GONG PAK JIN,"KG. GONG PAK JIN,MENGABANG TELIPOT,",KUALA NERUS,SARAWAK,https://masjid.islam.gov.my/maklumatDetailMS/1/1104008,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1613&page=4,masjid,5.4098090,103.0834670,w2cqc8z,aws_location,0.7162115783468406,"8709, kg pak tuyu mengabang telipot, Batu Rakit, 21030, Kuala Terengganu, Terengganu, Malaysia",,2026-01-08T16:46:13.977733+00:00,100
1104009,MASJID AL-ANSAR KEM SRI PANTAI,KEM SRI PANTAI,KUALA NERUS,SARAWAK,https://masjid.islam.gov.my/maklumatDetailMS/1/1104009,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1613&page=2,masjid,5.3751764,103.1151018,w2cqd6w,aws_location,0.8460067353632366,"Masjid Kem Sri Pantai, Kuala Nerus, Kuala Terengganu, Terengganu, Terengganu",,2026-01-08T16:46:14.899719+00:00,100
